type,dateCreated,dateModified,displayOrder,ID,isActive,name
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000072,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000073,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000074,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000075,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000076,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000077,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000078,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000079,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000080,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000081,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000082,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000083,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000084,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000085,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000086,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000087,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000088,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000089,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000090,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000091,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000092,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000093,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000094,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000095,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000098,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000119,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000160,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000161,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000162,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000165,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000166,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000167,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000168,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000174,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000176,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000177,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000178,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000180,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000181,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000182,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000183,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000184,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000187,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000188,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000189,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000190,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000191,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000192,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000193,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000195,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000196,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000197,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000199,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000200,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000202,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000203,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000208,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000209,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000210,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000211,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000212,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000213,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000214,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000216,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000218,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000219,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000220,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000221,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000222,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000223,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000224,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000225,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000226,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000227,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000228,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000229,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000230,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000231,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000232,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000233,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000234,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000235,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000236,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000238,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000239,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000240,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000241,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000242,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000243,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000244,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000245,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000249,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000250,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000251,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000257,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000258,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000260,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000262,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000263,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000264,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000267,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000268,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000271,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000272,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000273,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000274,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000275,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000277,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000278,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000279,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000280,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000281,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000282,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000283,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000284,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000285,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000286,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000287,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000288,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000289,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000290,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000292,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000293,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000294,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000296,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000297,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000298,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000299,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000300,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000301,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000302,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000303,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000304,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000305,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000306,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000308,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000310,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000311,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000312,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000313,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000314,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000316,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000317,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000318,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000319,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000320,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000321,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000322,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000323,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000324,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000325,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000326,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000327,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000328,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000329,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000330,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000331,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000332,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000333,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000334,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000335,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000338,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000340,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000341,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000342,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000343,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000344,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000345,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000346,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000347,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000348,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000349,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000350,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000351,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000352,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000353,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000354,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000355,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000356,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000357,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000358,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000359,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000360,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000361,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000362,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000363,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000364,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000365,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000368,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000370,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000371,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000372,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000373,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000374,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000375,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000376,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000377,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000381,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000382,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000384,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000385,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000386,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000387,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000388,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000389,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000391,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000392,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000393,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000394,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000395,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000396,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000397,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000398,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000400,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000401,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000402,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000403,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000405,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000406,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000407,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000408,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000409,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000410,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000411,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000412,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000413,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000414,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000415,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000416,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000417,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000418,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000419,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000420,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000421,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000422,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000423,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000424,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000425,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000426,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000430,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000431,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000432,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000433,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000434,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000435,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000436,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000438,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000439,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000440,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000441,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000442,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000443,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000444,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000445,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000446,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000447,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000448,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000449,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000450,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000451,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000452,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000453,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000454,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000455,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000456,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000457,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000458,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000459,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000461,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000462,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000463,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000464,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000465,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000466,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000467,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000468,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000469,1,
_AncillaryReviewSEL,NULL,NULL,NULL,ID00000470,1,
_AnimalCostCenter,NULL,NULL,1,ID00000001,1,
_AnimalCostCenter,NULL,NULL,2,ID00000002,1,
_AnimalCostCenter,NULL,NULL,3,ID00000003,1,
_AnimalCostCenter,NULL,NULL,4,ID00000004,1,
_AnimalCostCenter,NULL,NULL,5,ID00000005,1,
_AnimalCostCenter,NULL,NULL,6,ID00000006,1,
_AnimalCostCenter,NULL,NULL,7,ID00000007,1,
_AnimalCostCenter,NULL,NULL,8,ID00000008,1,
_AnimalCostCenter,NULL,NULL,9,ID00000009,1,
_AnimalCostCenter,NULL,NULL,10,ID00000010,1,
_AnimalCostCenter,NULL,NULL,11,ID00000011,1,
_AnimalCostCenter,NULL,NULL,12,ID00000012,1,
_AnimalCostCenter,NULL,NULL,13,ID00000013,1,
_AnimalCostCenter,NULL,NULL,14,ID00000014,1,
_AnimalCostCenter,NULL,NULL,15,ID00000015,1,
_AnimalCostCenter,NULL,NULL,16,ID00000016,1,
_AnimalCostCenter,NULL,NULL,17,ID00000017,1,
_AnimalCostCenter,2012-05-03 05:00:00.000,2012-05-03 05:00:00.000,18,ID00000018,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,1,ID00000001,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,2,ID00000002,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,3,ID00000003,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,4,ID00000004,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,5,ID00000005,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,6,ID00000006,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,7,ID00000007,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,8,ID00000008,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,9,ID00000009,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,10,ID00000010,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,11,ID00000011,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,12,ID00000012,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,13,ID00000013,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,14,ID00000014,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,15,ID00000015,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,16,ID00000016,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,17,ID00000017,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,18,ID00000018,1,
_AnimalServices,2012-09-12 05:00:00.000,2012-09-12 05:00:00.000,19,ID00000019,1,
_AttachmentCategory,NULL,NULL,NULL,IACUC_Correspondence,NULL,
_AttachmentCategory,NULL,NULL,NULL,Safety_Correspondence,NULL,
_AttachmentCategory,NULL,NULL,-8,Correspondence,-8,
_AttachmentCategory,NULL,NULL,-4,Drug Attachment,-4,
_AttachmentCategory,NULL,NULL,-3,Device Attachment,-3,
_AttachmentCategory,NULL,NULL,-2,Funding Source Attachment,-2,
_AttachmentCategory,NULL,NULL,99,Other,99,
_AttachmentCategory,2015-01-17 00:57:00.000,2016-05-10 20:55:00.000,-6,Consent Form,-6,
_AttachmentCategory,2015-01-17 00:57:00.000,2017-09-08 19:05:00.000,-2,IRB Protocol,-2,
_AttachmentCategory,2015-01-17 00:57:00.000,2017-09-08 19:06:00.000,-7,Protocol,-7,
_AttachmentCategory,2016-06-21 16:20:00.000,2018-02-02 17:38:00.000,NULL,Form B,NULL,
_AttachmentCategory,2016-06-21 16:21:00.000,2016-06-21 16:21:00.000,NULL,Institution Specific Form A,NULL,
_AttachmentCategory,2017-03-15 16:02:00.000,2017-03-15 16:02:00.000,90,Printable Packet,90,
_AttachmentCategory,2018-01-26 16:54:00.000,2018-01-26 16:54:00.000,-5,Recruitment Materials,-5,
_AttachmentCategory,2018-01-26 16:55:00.000,2018-01-26 16:55:00.000,-1,Sponsor Attachment,-1,
_AttachmentCategory,2018-01-26 16:56:00.000,2018-01-26 16:56:00.000,4,Survey Instrument,4,
_AttachmentCategory,2018-01-26 16:56:00.000,2018-01-26 16:57:00.000,3,Data Management Plan,3,
_AttachmentCategory,2019-03-11 19:26:00.000,2019-03-11 19:26:00.000,NULL,Biostatistical Analysis,NULL,
_Award_ComplianceRestrictions,2011-12-28 08:00:00.000,2012-04-19 07:00:00.000,1,ID00000001,1,
_Award_ComplianceRestrictions,2011-12-28 08:00:00.000,2012-04-19 07:00:00.000,2,ID00000002,1,
_Award_ComplianceRestrictions,2011-12-28 08:00:00.000,2012-04-19 07:00:00.000,3,ID00000003,1,
_Award_InstrumentType,2011-12-22 06:00:00.000,2011-12-22 06:00:00.000,2,ID00000002,1,Contract
_Award_InstrumentType,2011-12-22 06:00:00.000,2011-12-22 06:00:00.000,3,ID00000003,1,Cooperative Agreement
